-0.04	0.048	0.12	0.344	0.239	0.205	0.215	0	0.129	0.239	-0.12	0	0	0.195	0	-0.12	0.194	0.121	0.055	0.421	0	0.162
0.021	0.036	-0.03	-0.08	0.055	-0.01	0.06	-0.08	-0.26	0	-0.06	0.485	0	0.105	0	0.057	0.337	-1.16	0	0	0	0.145
-0.11	-0.1	-0.11	-0.11	-0.15	-0.24	-0.28	0.167	-0.14	-0.1	-0.55	-0.62	0	-0.23	0	-0.11	-0.01	0.066	-0.24	-0.23	0.299	-0.33
0.142	0.09	0.094	0.037	0.23	0	0.107	-0.06	-0.07	0.268	0.125	-0.23	0	0.287	0	-0.17	0.011	0.159	0	0	0	-0.01
0.096	0.044	0.229	0.188	0.11	0.098	-0.05	0	-0.22	0.084	-0.45	0	0	0.152	0	0	0.031	0.325	-0.19	0	0.485	-0.06
-0.18	-0.17	0.026	0	0.124	-0.05	-0.07	-0.01	-0.14	-0.45	0.049	0.286	0.132	-0.23	0	0.176	0.082	-0.12	0	0.112	0.02	-0.32
0.049	0.934	0.209	0.397	0.366	0.338	0.203	0	0.135	0.282	-0.06	0	0	0.302	0	0	0.174	0.175	0.199	-0.17	0	-0.02
-0.06	-0.04	0.078	-0.09	-0.03	-0.08	-0.06	-0.23	-0.17	-0.17	-0.4	-0.08	0	-0.06	0	0.133	0.19	0.281	-0.05	0.12	0	0.102
-0.05	-0.1	-0.07	0.006	-0.06	0.012	0.01	0.114	-0.21	-0.09	-0.64	-0.37	0	0.029	0	-0.4	-0.31	0.236	-0.46	-0.44	0.102	0.278
0.173	0.154	0.247	0.114	0.087	0.135	0.16	0.097	0	-0.22	-0.71	-0.16	0	-0.11	0	0.091	0.153	0.303	-0.26	-0.06	-0.24	0.16
0.107	0.126	0.172	0.241	0.096	0.097	0.054	-0.03	0.006	0.192	0.102	0.038	0	0.266	0	-0.4	-0.12	-0.05	-0.19	-0.39	-0.46	0
-0.09	-0.06	-0.19	-0.19	-0.21	-0.03	0.057	0.116	0.105	-0.54	-0.65	-0.2	0	-0.11	0	0.118	0.192	-0.05	-0.2	-0.04	-0.37	-0.27
-0.14	-0.06	-0.13	-0.1	-0.06	0.069	0.058	0.339	0.128	-0.32	-0.23	-0.04	-0.23	-0.36	0	-0.02	0.012	-0.14	0.051	-0.1	-0.43	-0.26
0.388	0.46	-0.14	0.291	0.455	0.109	0.236	0.462	0.319	-0.23	-0.22	0.371	0	-0.22	0	0.231	0.058	-0.13	0.321	0.271	-0.13	-0.25
-0.23	-0.18	-0.11	0.019	0.097	0.294	0.036	0	0	0	-1.01	0	0	-0.25	0	-0.05	0.209	-0.15	0.127	-0.01	-0.56	-0.26
0	-0.06	0.139	-0.06	0.104	0.155	0.087	0.159	0.077	0.379	0.226	0.599	0	-0.07	0	0	0.196	0.306	0	0.29	0.215	-0.02
-0.07	-0.07	-0.2	0.021	0.004	0.224	0.278	0.389	0.183	0.383	2.074	0.385	0.677	0.542	0	-0.01	0.251	0.064	0.305	-0.11	0.59	0.458
-0.13	-0.1	0.077	-0.35	-0.24	-0.18	-0.32	-0.51	-0.44	-0.4	-0.69	-0.54	0	-0.28	0	-0.22	-0.17	0.004	0.309	-0.2	-1.43	0.174
-0.27	-0.31	-0.42	-0.2	-0.08	-0.51	-0.39	-0.27	-0.26	0.147	0.315	-0.21	-0.31	-0.1	-0.15	-0.53	-0.57	-0.49	-0.32	-0.34	0.493	0.2
-0.11	-0.12	-0.97	-0.21	-0.12	-0.2	-0.1	-0.06	-0.23	0.065	0.249	0.195	0	-0.02	0	-0.03	-0.06	-0.12	-0.19	-0.12	0.081	0.257
-0.11	-0.05	-0.19	0.053	0.044	0.128	-0.05	-0.43	-0.02	0.01	-0.35	-0.22	0	-0.18	0	0.069	-0.1	-0.27	0	0	-0.93	-0.22
0.52	0.6	0.121	0.902	0.763	0.324	0.343	0.134	0.295	0.318	0.349	-0.34	0	0.087	0	-0.1	-0.04	-0.13	0.115	0.095	-0.3	-0.02
-0.51	-0.5	-0.38	-0.6	-0.59	-0.45	-0.4	-0.89	-0.86	-0.37	-0.94	-0.63	-0.53	-0.28	0.252	-0.73	-0.77	-0.34	-0.71	-0.78	-0.35	-0.36
-0.18	-0.2	-0.89	-0.26	-0.08	0.149	0.008	-0.11	0.332	-0.16	-0.9	0.263	0	-0.31	0	0	-0.04	-0.34	0.239	-0.07	-0.31	-0.29
-0.23	-0.16	-0.03	-0.17	-0.16	-0.34	-0.28	0.011	-0.15	0.041	-0.27	-0.03	-0.06	0.038	0	-0.56	-0.55	-0.03	-0.27	-0.25	0.57	-0.13
0.025	0.02	-0.04	-0.02	0.064	-0.03	0.08	-0.33	-0.34	-1.21	-0.19	0.092	0	-0.06	0	-0.09	-0.03	-0.03	-0.28	-0.25	0.147	-0.03
0.01	0.108	0.127	0	0.292	0.115	0.061	0.197	0.178	0.343	0.711	0.094	0	-0.05	0	-0.06	0.105	0.208	0.052	0.091	0	0.275
0.209	0.252	-0.05	0.141	0.228	-0.16	-0.14	0.283	0.254	-0.01	-0.4	-0.03	0	-0.7	0.338	0.464	0.522	-0.06	0.28	0.395	-0.72	-0.44
0.004	0.079	-0.01	0	0.252	0.026	-0.1	0	0.09	0	-0.91	0	0	-0.01	0	0	0.137	0	0.076	0	0	-0.25
0.095	0.002	-0.06	-0.08	-0.01	0.041	0.137	0.356	-0.16	-0.08	-0.73	0.096	0	0.15	0	0	0.116	1.038	-0.05	0.05	0	-0.11
-0.13	-0.14	0.109	0.01	-0.09	-0.26	-0.39	0.393	-0.23	0.04	-0.19	0.182	0	-0.16	0	-0.37	-0.09	0.175	-0.13	-0.21	0.086	-0.27
0.123	0.159	0.117	0.138	0.252	0.133	0.15	0.168	0.158	-0.05	0.022	0.354	0	0.308	0	-0.09	0.117	0.157	-0.15	-0.37	-0.59	0.114
1.257	1.3	0.395	1.177	1.266	1	1.214	1.657	1.608	0.603	1.47	1.209	1.204	0.597	0.86	1.286	1.206	0.418	1.424	1.348	1.5	1.023
-0.07	-0.14	0.285	0.073	0.145	0.067	0.08	-0.06	0.193	0.598	0.559	-0.01	0.189	0.56	0	0.048	-0.02	0.378	0.023	-0.08	-0.25	0.491
0	0.112	0.313	0.388	0.537	0	-0.02	0	0.092	0.193	-0.11	0	0	0.218	0	0	0.236	0.181	0.091	0	0	0
0.33	0.396	-0.1	0.336	0.503	0.258	0.298	0.399	0.408	0	0.323	0.381	0	0.307	0	0.182	0.194	0.124	0.055	0.203	0	0.263
-0.09	-0.03	-0.14	0.006	-0.07	0.126	0.138	0.538	-0.02	-0.26	-0.18	0.689	0	-0.03	0	0.032	0.16	-0.16	0.356	0.404	0.799	0.283
0.099	-0.01	-0.1	-0.04	0.077	0.287	0.149	-0.12	-0.05	-0.35	-0.64	-0.11	0.226	-0.15	0	0	0.305	-0.03	0.24	-0.05	1.157	0.348
0.021	0.029	-0.17	0.004	0.09	0	0.183	0.418	-0.08	-0.48	-0.39	0.402	0	-0.21	0	0.121	0.047	-0.25	0.73	0.459	0.957	0.188
0.015	0.013	-0.25	0.00082	0.064	0.17	0.09	-0.11	-0.04	-0.54	-0.59	-0.05	0.206	-0.14	0	0	0.077	-0.21	0.216	0.149	0.587	-0.09
0.115	0.135	0.225	0.075	0.154	0.014	0.075	0.667	-0.18	-0.5	-0.9	0.473	0	-0.32	0	0.181	0.436	-0.01	0	0.664	-0.62	-0.3
0.092	0.102	-0.57	0.113	0.265	-0.1	-0.02	0	0.042	-0.06	-0.81	0	-0.11	-0.54	0	0.346	0.5	0.11	1.165	0.653	-0.94	-0.63
0	0.006	-0.06	0.124	0.09	0.439	0.239	0.331	0.267	-0.02	-0.24	0.14	0	-0.28	0	-0.04	0	-0.13	0.079	0.263	-0.36	-0.22
-0.17	-0.06	0.003	-0.27	-0.19	-0.11	-0.16	-0.98	-0.33	0.071	-0.62	-0.2	0	-0.42	0	0.062	0.18	-0.19	0.314	-0.05	-1.16	-0.11
-0.01	-0.09	-0.21	-0.01	0.053	0.049	0.172	0	-0.14	0.226	0.387	0	0	-0.07	0	0	0.031	-0.26	0.647	0.221	0.029	-0.07
-0.17	-0.2	-0.03	-0.18	0.11	-0.1	-0.09	0	-0.1	0.098	-0.74	0	0	-0.13	0	0.102	-0.04	-0.37	0.299	0.55	-0.73	-0.05
-0.18	-0.15	-0.16	-0.15	-0.12	-0.09	-0.12	-0.35	-0.47	-0.35	-0.35	-0.11	0	-0.31	0	-0.45	-0.13	-0.06	0.109	-0.07	0.668	0.074
-0.08	-0.02	-0.19	-0.13	-0.01	-0.06	-0.06	-0.48	-0.58	-0.19	0.107	-0.1	-0.04	-0.05	-0.03	0.098	-0.08	-0.07	-0.26	-0.34	0.396	0.244
-0.02	-0.16	-0.16	0.002	0.021	-0.1	-0.05	0	-0.04	-0.08	-0.07	0	0	0.065	0	0	0	-0.21	-0.46	0.139	0	-0.08
0.056	0.089	-0.1	0.128	0.07	-0.11	-0.04	0.145	0.034	-0.25	0.047	-0.09	-0.11	0.095	0	-0.16	-0.14	-0.19	-0.16	-0.11	-0.84	0.007
-0.06	-0.08	-0.14	-0.4	-0.42	-0.41	-0.55	-0.19	-0.05	-0.36	-1.29	-0.6	0	-0.29	0	0	0.231	0.079	-0.06	0.129	0.674	-0.46
0.356	0.416	0.114	0.235	0.319	0.27	0.331	0.71	0.449	0.248	0.379	0.344	0.313	0.409	0	0.314	0.232	0.31	0.23	0.445	0.558	0.378
0.076	0.31	-0.32	-0.19	-0.05	-0.24	-0.07	-0.19	-0.81	-0.07	0.221	0.08	0	0.184	0	-0.41	-0.31	-0.12	-0.26	0	0.499	0.242
-0.18	-0.28	-0.15	-0.34	-0.31	-0.4	-0.26	0.127	-0.58	-0.27	-0.11	0.016	-0.04	0.104	0	-0.3	-0.39	-0.2	-0.46	-0.28	0.118	0.107
0.207	0.927	-0.24	0.156	0.207	0.022	-0.08	-0.19	0.09	-0.17	0.224	0	0	0.335	0	0	-0.04	-0.01	0.051	-0.09	0	0.12
-0.18	-0.29	-0.09	-0.13	-0.1	-0.26	-0.21	-0.07	-0.12	0.205	0.422	0.512	0.183	0.21	0	0.084	-0.2	-0.04	-0.29	-0.28	-0.03	0.063
-0.09	-0.18	-0.14	-0.03	-0.08	-0.18	-0.13	-0.33	-0.25	-0.15	-0.06	0.117	0	-0.05	0	0	0.02	-0.06	-0.13	-0.2	0	-0.05
0.109	0.059	-0.06	-0.02	0.12	-0.22	-0.18	0.088	-0.23	0.105	0.127	-0.15	-0.13	0.225	0	-0.08	-0.18	0.144	-0.08	-0.01	0.909	0.384
-0.18	-0.33	-0.29	-0.33	-0.35	-0.27	-0.25	-0.49	-0.35	-0.45	-0.51	-0.2	0	-0.19	0	-0.17	-0.2	-0.11	-0.51	-0.25	0.204	0
0	-0.09	-0.11	0.07	0.166	-0.03	-0.04	0.469	-0.02	-0.12	0.189	0.015	-0.09	0.126	0	-0.08	-0.3	-0.13	-0.26	-0.17	0.474	0.089
-0.02	-0.14	0.079	0.124	0.096	0.279	0.055	0	0.022	0.29	0.174	0	0	-0.07	0	0	0.155	-0.2	0.363	0.181	0.126	-0.13
-0.15	-0.13	-0.25	-0.05	0	-0.16	-0.15	-0.4	-0.02	0.158	0.541	-0.2	0	-0.2	0	-0.13	-0.02	-0.26	0.028	0.066	0.79	-0.16
-0.1	-0.16	-0.19	0.061	0.104	-0.02	0.013	-0.04	-0.5	-0.09	1.176	0.682	0.517	-0.07	0	-0.12	-0.17	-0.16	0.157	0.048	-0.09	-0.04
-0.03	-0.11	-0.12	-0.24	-0.13	-0.04	-0.07	-0.72	-0.42	-0.32	-0.51	-0.24	-0.04	-0.16	0	-0.36	-0.15	-0.15	-0.24	-0.43	-0.07	0.127
-0.12	-0.17	-0.69	-0.11	-0.02	-0.08	-0.01	-0.21	-0.25	-0.47	0.03	0.00089	0	-0.32	-0.14	-0.24	-0.26	-0.51	-0.07	-0.06	0.056	-0.47
0.216	0.216	0.04	0.259	0.376	-0.06	0.238	0.126	0.179	-0.22	0.106	-0.26	0.232	-0.06	0	0.255	0.367	0.048	0.594	0.645	-0.37	-0.57
-0.42	-0.47	-0.42	-0.43	-0.34	-0.22	-0.16	-0.4	-0.47	-0.37	-1.17	-0.52	-0.53	-0.65	-0.21	-0.48	-0.48	-0.49	-0.41	-0.23	-0.57	-0.7
0.09	0.161	-0.13	0.041	0.193	-0.21	0.084	-0.44	0.014	-0.06	-0.33	-0.24	0	-0.12	0	-0.01	-0.03	0.044	0.017	-0.02	-0.41	-0.09
0.269	0.246	-0.49	-0.15	-0.19	-0.03	0.004	0.661	0.374	-0.08	-1.37	-1.63	0.301	-1.32	0.387	0.459	0.341	0.153	0.311	0.431	-1.37	-0.54
-0.02	-0.13	-0.09	-0.06	0.057	-0.33	-0.18	-0.47	-0.14	-0.03	-1.05	-0.79	-0.23	-0.37	0	-0.08	-0.05	-0.21	-0.1	0.157	-0.93	-0.16
0.021	-0.03	-0.16	-0.02	0.064	0.105	0.176	0.152	-0.03	0.061	0.258	0.68	0.48	-0.03	0	-0.11	0.044	-0.1	0.139	0.249	0.043	-0.01
-0.13	-0.23	0	-0.19	-0.17	-0.23	-0.14	-0.76	-0.31	0.478	0.35	-0.12	0.107	0.487	0	-0.44	-0.19	-0.21	-0.05	-0.38	0.524	0.046
-0.09	-0.07	-0.25	-0.24	-0.23	0.059	0.063	0.351	-0.02	-0.35	-0.46	0.158	0	-0.3	0	0	0.046	-0.13	-0.07	-0.03	0.813	-0.44
-0.09	-0.28	-0.06	-0.19	-0.19	-0.34	-0.31	-0.1	-0.25	-0.19	-0.16	-0.29	-0.26	-0.01	0	-0.29	-0.56	-0.28	-0.38	-0.25	0.1	0.01
-0.05	-0.05	0.02	-0.19	-0.24	-0.29	-0.26	-0.22	-0.06	0.113	0.196	0.12	0	0.327	0	0	-0.16	-0.07	-0.2	-0.19	0	0.173
-0.07	-0.26	0	-0.17	-0.04	-0.16	-0.18	0	-0.3	0.24	0.839	0	0	0.365	0	-0.06	-0.29	0.003	-0.28	-0.03	0.98	0.248
0.164	0.161	0.148	0.195	0.186	0.088	0.086	0.383	0.243	0.647	0.841	0.344	0.406	0.574	0	0.218	0.368	0.354	0.111	0	0	0.21
0.137	0.045	0.052	-0.15	-0.07	-0.21	-0.22	-0.32	-0.3	-0.18	-0.07	-0.05	-0.18	0.103	0	0.024	-0.08	0.164	-0.3	-0.1	-0.52	0.022
0.12	-0.02	-0.08	-0.13	-0.18	0.06	0.056	-0.01	-0.11	-0.51	-0.41	-0.54	0	-0.24	0	0	0.144	0.029	-0.09	0.05	0	-0.36
0.116	0.004	0	0.021	0.207	-0.22	-0.29	0.153	0.014	-0.76	-0.38	-0.93	-0.5	-0.34	0	0.265	0.294	0.149	0.437	0.212	0.841	0.448
0.129	0.237	-0.08	0.245	0.306	0.241	0.277	0.14	0.083	0.255	0.602	0.593	0.442	0.138	0	0.199	0.186	0.16	0.045	0.366	0	0.343
-0.03	-0.24	-0.06	-0.14	-0.01	-0.28	-0.35	-0.02	-0.48	-0.1	0.318	-0.03	0.163	0.215	0	-0.23	-0.58	0	-0.48	-0.1	1.005	0.177
0.455	0.636	-0.02	0.478	0.5	0.509	0.416	0.502	1.025	-0.33	-0.63	0.173	0.169	-0.04	0	0.553	0.312	0.101	0.35	0.467	-0.4	0.135
0.189	0.128	-0.06	0.072	0.227	0.133	0.146	0.094	-0.31	-0.11	0.371	0.032	0.155	0.08	-0.05	-0.3	-0.22	-0.08	-0.07	0.013	0.198	0.103
0.019	0.123	0.011	0.014	0.031	0.062	0.127	0.05	-0.02	0.382	0.823	0.636	0.574	0.287	0	-0.04	0	0.178	0.088	0.131	1.102	0.62
-0.15	-0.12	-0.15	0.15	0.136	0.129	0.104	0.208	0.497	0.371	1.992	0.807	1.025	0.546	0	-0.09	-0.01	-0.22	0.122	0.025	2.436	0.291
-0.51	-0.53	-0.38	-0.32	-0.18	-0.12	-0.25	-0.03	-0.19	-0.13	0.252	0.063	0	-0.25	0.071	-0.36	-0.36	-0.56	0.093	0.028	0.311	-0.32
-0.58	-0.6	-0.44	-0.51	-0.23	0	0	-0.77	-0.3	-0.39	-0.42	-0.48	-0.26	-0.11	0	-0.54	-0.38	-0.32	-0.47	-0.7	-0.03	-0.14
