0.15	0.131	-0.32	-0.31	-0.15	-0.08	-0.34	-0.24	-0.34	-0.28	-0.34	-0.12	0.119	-0.18	-0.41	-0.89	-0.85	-0.51	-0.37
0.169	0.151	0.226	0.288	0.184	0.325	0.133	0.054	-0.28	-0.12	0.095	0.062	0.023	0.035	0.179	-0.86	-0.94	-0.16	-0.33
0.495	0.371	-0.3	0.002	0.09	-0.08	-0.25	-0.11	-0.2	-0.31	-0.25	-0.34	-0.33	-0.01	-0.19	-0.35	-0.27	-0.45	-0.21
0.656	0.536	-0.04	0.003	-0.18	0.02	-1.15	0.103	-0.16	-0.11	-0.2	0.039	0.017	-0.03	-0.04	-0.62	-0.78	-0.1	-0.19
1.31	-0.06	0	0.063	0	0.223	-0.44	-0.58	-0.03	-0.38	-0.42	-0.44	-0.22	-0.24	-0.35	-0.47	-0.27	-0.18	0.08
-0.24	1.961	0	-0.23	0.061	0	-0.69	-0.58	-0.06	0	1.177	0.176	-0.02	0	-0.31	0	1.295	-0.21	-0.19
0.203	0.221	0	0.254	0.265	0.095	0.076	0.524	0.651	0.498	0.205	0.125	0.288	0.088	0.103	0.216	0.189	0.105	0.587
0.313	0.264	0	0.313	0.377	0	0.971	0.09	0.31	0.448	0	0.245	0.308	0	0.293	0.266	0.299	0.35	0.576
-0.59	-0.02	0	0.048	0.013	0.444	0.043	0.036	0.002	-0.09	-0.08	-0.13	0.034	-0.06	-0.04	-0.43	-0.39	0.124	-0.18
-0.38	-0.32	-0.13	-0.1	-0.2	-0.14	-0.81	-0.77	-0.22	0.002	-0.64	-0.2	-0.26	-0.56	-0.58	-0.02	-0.08	0.153	0.107
-0.59	0.102	0	0.045	0.152	0.178	-0.2	1.283	0.487	0.366	-0.3	0.174	0.337	0.03	-0.03	0.515	0.546	0.172	0.172
0.262	0.386	0.074	0.089	0.157	0.259	0.105	0.204	0.162	0.336	0.133	0.118	0.03	0.084	0.137	0.143	0.04	0.165	0.197
-0.41	-0.11	0	-0.42	-0.69	-0.08	-0.16	-0.09	0.046	-0.1	-0.14	0.167	0.19	-0.18	-0.21	-0.41	-0.36	-0.04	0.146
-0.09	-0.16	0.353	-0.07	-0.09	0.102	-0.22	-0.27	-0.32	-0.06	-0.15	-0.38	-0.3	-0.33	-0.08	-0.49	-0.49	-0.08	-0.05
-0.29	0.083	0	-0.06	0	0.214	-0.09	0.033	0.046	-0.17	0.088	0.067	0.09	0.027	0.042	0.018	0.034	-0.03	0.148
-0.11	-0.08	-0.16	0.045	0.153	0.162	-0.18	0.062	-0.17	-0.19	0.064	-0.1	-0.17	0.029	0.213	-0.04	-0.11	-0.08	0.002
0.023	0	-0.39	-0.21	0.081	0.065	-0.31	-0.18	-0.04	-0.23	-0.48	-0.23	-0.03	-0.23	-0.44	-0.53	-0.52	-0.31	-0.12
-0.02	0.062	0.251	0.175	0.14	-0.08	0.609	0.33	-0.44	-0.24	0.005	-0.28	-0.3	0.562	0.42	-0.21	-0.18	0.371	0.283
-0.22	0.052	0.034	0	-0.55	0	-0.2	-0.16	0.058	-0.03	-0.12	-0.01	-0.5	0.013	-0.09	-0.07	-0.33	0.073	-0.09
0	0.045	0.735	0.29	0.068	0.293	0.279	0.178	-0.2	-0.1	0	-0.42	-0.41	0.323	0.68	-0.36	-0.4	0.181	0.394
0.075	0.137	0.025	0.094	0.099	0.154	0.026	0.06	0.337	0.222	-0.05	-0.08	-0.02	0.11	0.045	-0.06	-0.11	0.065	0.215
0	-0.13	0	-0.19	-0.18	0	-0.61	-0.62	-0.33	-0.38	-0.6	-0.5	-0.41	-0.45	-0.49	-0.34	-0.59	-0.27	-0.38
-0.13	-0.24	-0.56	-0.45	-0.48	-0.55	-0.41	-0.41	-0.32	-0.31	-0.32	-0.45	-0.41	-0.29	-0.28	0.166	0.226	-0.59	-0.37
0	0.028	0.141	-0.04	-0.05	0.043	0.259	-0.1	0.188	0.391	0.209	0.232	0.139	-0.03	-0.09	0.303	0.287	0.089	0.242
-0.53	-0.15	-0.49	0	0.01	-1.64	-0.31	-0.41	0.037	-0.11	-0.27	-0.22	-0.16	-0.28	-0.35	0.039	-0.37	-0.11	-0.14
0	-0.28	0	0.224	0.095	-0.17	-0.38	-0.46	-0.73	-0.56	-0.16	-0.79	-0.71	0.452	0.366	0.297	0.553	-0.01	-0.12
-0.26	-0.27	-0.64	-0.23	-0.3	-0.42	0.061	0.279	-0.06	-0.08	0.255	0.124	0.224	-0.22	-0.2	-0.06	0.024	-0.08	-0.31
0	1.67	0.279	0.18	-0.22	0.703	-0.24	-0.59	-0.21	-0.2	-0.29	-0.22	-0.26	-0.37	-0.13	0.171	-0.59	-0.15	-0.3
0.037	0.07	0	-0.48	-0.72	-0.18	-0.44	-0.51	0.274	0.199	-0.12	0.535	0.385	-0.47	-0.44	0.138	0.134	-0.16	-0.03
-0.05	-0.07	-0.19	-0.34	-0.28	-0.12	0.089	-0.04	-0.17	0.071	0.081	-0.05	-0.04	0.121	0.247	0.053	0.208	-0.04	0.026
-0.63	-0.07	0	0.085	0.244	0.341	-0.29	-0.22	-0.59	-0.73	-0.48	-0.74	-0.81	0.3	0.27	-0.53	-0.48	0.024	0.117
-0.3	-0.31	0.31	0.411	0.41	-0.16	-0.05	-0.07	-0.38	-0.19	0.063	-0.6	-0.76	0.154	-0.77	-0.86	-0.87	-0.23	-0.29
-0.54	-0.09	0	0.048	0.038	-0.19	-0.38	-0.58	-0.05	-0.17	-0.32	-0.18	-0.1	-0.29	0.981	-0.57	-0.54	-0.17	-0.38
-0.16	1.855	0	-0.47	0.015	0.086	-0.03	-0.06	-0.16	0.12	-0.18	0.002	0.01	-0.23	0	-0.51	0.668	-0.06	-0.18
-0.22	-0.05	0	-0.09	-0.32	-0.33	-0.29	-0.34	-0.07	-0.16	-0.29	-0.12	-0.17	-0.32	-0.14	-0.31	-0.29	-0.14	0.034
0.021	0.034	0.321	0.107	0.234	0.064	-0.07	-0.23	-0.1	0.018	0.136	-0.27	-0.23	-0.28	0.024	-0.13	-0.07	-0.07	-0.13
0.053	0.074	1.21	1.461	1.333	0.472	0.369	0.497	-0.31	-0.38	0.29	-0.23	-0.24	0.849	0.662	0.439	0.447	0.261	0.407
0.31	0.268	0.216	0.155	0.131	0.121	0.25	0.317	-0.21	-0.07	0.207	-0.13	-0.14	0.445	0.507	0.093	0.175	0.47	0.501
-0.8	0.09	0	-0.06	0	-1.34	0.953	1.317	0.04	-0.13	0.857	-0.11	-0.13	0.006	0.022	-0.57	-0.39	-0.07	0.109
1.453	-0.05	0.431	0.297	0.13	0.073	-0.2	-0.32	-0.24	-0.23	-0.29	-0.36	-0.41	0.038	0.26	-0.08	0.128	-0.14	-0.12
0.085	0.273	-0.18	0.276	0.084	-0.19	0.381	0.173	-0.14	-0.24	0.303	-0.26	-0.34	0	0.854	-0.53	-0.66	0.234	0.121
0.088	0.159	0	0.284	-0.03	-0.28	0.001	-0.22	-0.47	-0.42	0.063	-0.34	-0.29	0	0.055	-1.08	-1.13	0.109	0.135
-0.2	-0.02	0	0.092	0.038	-0.28	-0.1	-1.6	-0.2	-0.24	-0.1	0	-0.27	-0.3	-0.09	-0.73	-0.98	-0.1	0.021
-0.23	-0.19	0	-0.02	-0.17	-0.28	-0.12	-0.29	-0.26	-0.24	-0.18	-0.37	-0.18	-0.15	-0.27	-0.21	-0.27	0.017	0.06
-0.29	-0.13	0.735	0	-0.09	-0.26	-0.31	-0.81	-0.22	-0.25	-0.35	-0.22	-0.33	-0.37	-0.35	-0.68	-1.02	-0.12	-0.08
0.471	0.315	0	0.559	0.313	-0.01	0.145	0.343	-0.19	-0.17	0.269	-0.06	-0.03	0.279	0.448	-0.39	-0.37	0.07	0.378
-0.18	-0.15	-0.45	-0.02	-0.02	-0.23	0.195	0.384	-0.25	-0.33	0.329	0.055	0.003	0.271	0.376	0.093	0.048	-0.04	-0.17
-0.47	-0.14	0	-0.16	-0.31	-0.39	-0.39	-0.6	-0.66	-0.59	-0.56	-0.84	-0.77	-0.17	0.168	-0.67	-0.77	-0.16	0.036
-0.11	0	0	0	0.232	0	0	1.001	0.005	-0.12	-0.36	-0.11	-0.08	-0.37	-0.17	0.211	-0.76	0.028	-0.05
0	2.012	0	0.585	0.048	0	-2.63	1.206	-0.54	-0.61	-0.29	-0.38	-0.36	-0.64	-0.35	0.008	-0.7	-0.12	-0.25
-0.59	0	-0.67	-0.31	-0.42	-0.25	-0.05	-0.19	-0.19	-0.19	0.059	-0.03	-0.14	-0.24	-0.03	-0.33	-0.55	-0.13	0.02
-0.17	-0.23	-0.1	-0.02	-0.08	-0.18	0.378	0.284	0.477	0.576	0.306	0.701	0.907	-0.51	-0.51	-0.46	-0.4	0.103	-0.1
-0.24	-0.24	0	0	0	1.746	-0.58	0.875	-0.13	-0.2	-0.43	-0.35	-0.24	-0.52	-0.41	-0.38	0	-0.12	-0.18
-0.25	-0.32	0.02	-0.01	-0.07	0.72	0.267	0.155	-0.34	-0.27	0.042	-0.23	-0.09	0.275	0.209	-0.01	0.189	0.07	0.027
-0.19	-0.27	0	-0.04	0.125	0.042	-0.17	-0.18	0.038	0.09	0.078	0.198	0.073	-0.26	-0.16	-0.69	-0.7	-0.21	-0.21
0.181	0.156	-0.08	0.239	0.158	0.114	-0.06	-0.22	-0.28	-0.4	0.061	-0.22	-0.1	0.413	0.37	-0.02	0.036	0.4	0.771
-0.09	-0.05	0.159	-0.48	-0.36	-0.24	-1.03	-0.84	-0.22	-0.37	-0.92	-0.49	-0.48	-0.37	-0.84	0.076	0.111	-0.24	-0.16
-0.48	-0.34	-0.31	-0.55	-0.37	-0.31	-0.52	-0.58	-0.41	-0.44	-0.64	-0.58	-0.42	-0.43	-0.46	-0.06	-0.09	-0.38	-0.38
-0.27	-0.23	0	-0.12	0.017	0.117	-0.23	-0.32	-0.37	-0.31	-0.9	-0.13	-0.22	0.026	0.029	0.057	0.075	0.045	-0.06
0.193	0.245	0.128	0.552	0.627	0.352	0.403	0.645	0.563	0.397	0.258	0.282	0.259	0.733	0.595	0.487	0.435	-0.13	-0.42
-0.3	-0.2	0	-0.27	-0.55	0.224	-0.39	1.02	0.147	0.108	-0.22	0.244	0.099	-0.4	-0.13	-0.16	-0.15	-0.22	-0.22
0.366	0.277	0	0.288	0.249	0.343	-0.53	-0.14	0.108	-0.41	-0.67	-0.67	-0.64	-0.57	-0.51	-0.32	-0.28	-0.37	0
-0.05	-0.02	0	-0.29	-0.23	0.26	-0.46	-0.34	0.065	0.167	-0.31	0.026	-0.12	-0.57	-0.41	-0.54	-0.49	-0.28	-0.22
-0.32	-0.34	0	-0.44	-0.49	-0.5	-0.25	-0.39	-0.68	-0.62	-0.47	-0.67	-0.49	-0.18	-0.1	-0.58	-0.18	-0.25	-0.29
-0.61	0.197	0.353	0	-0.06	-0.06	0	0	-0.02	-0.17	0	-0.16	-0.14	1.072	0	0.393	0.262	-0.16	-0.09
-0.04	-0.06	0	0.094	0.066	-0.24	0.064	0.043	0.12	-0.14	0.088	-0.13	0.022	0.1	-0.08	0.102	0.032	-0.03	-0.18
0.076	0.312	-0.01	-0.01	-0.19	-0.29	0.07	-0.12	0.159	0.13	0.066	0.292	0.197	0.144	0.024	0.317	0.204	-0.05	0.419
-0.28	-0.31	0	-0.27	-0.37	-0.3	-0.21	-0.52	-0.31	-0.42	-0.08	-0.26	-0.08	-0.56	-0.56	-0.41	-0.56	-0.06	-0.33
0.02	0.065	-0.17	-0.06	-0.18	-0.61	0.096	-0.24	-0.48	-0.4	-0.21	-0.15	-0.2	-0.13	-0.05	0.033	-0.06	-0.03	0.084
0.357	0.258	0	0.57	0.4	0.23	0.362	0.139	0.037	0.033	0.337	0.281	0.288	-0.04	-0.12	-0.29	-0.3	0.019	0.098
-0.5	-0.51	-0.38	-0.08	-0.09	-0.51	0.432	0.297	-0.07	0.021	0.402	0.172	0.176	0.195	0.23	-0.07	-0.16	-0.1	0
0.027	-0.06	0	0.218	-0.12	-0.07	-0.01	-0.19	-0.25	-0.45	-0.18	-0.38	-0.21	-0.18	-0.13	-0.21	-0.2	-0.05	-0.07
1.526	1.539	2.577	2.655	2.518	1.575	2.257	2.072	2.103	2.436	1.979	1.919	1.941	1.473	1.373	1.326	1.28	1.865	1.735
-0.11	-0.17	0	0.37	0.222	0.173	0.088	0.109	0.087	-0.05	-0.05	-0.1	0.112	0.078	-0.21	0.078	-0.03	-0.05	-0.07
0.025	0.054	0.139	0.118	0.07	0.017	0.272	0.299	0.371	0.435	0.2	0.487	0.343	0.261	0.127	0.175	0.04	0.222	0.161
0.002	0.073	0	0	-0.29	-0.95	-0.19	-0.4	-0.01	-0.11	-0.14	-0.07	-0.02	-0.56	-0.49	0.167	-0.1	-0.01	-0.16
0.243	0.311	0.363	0.133	0.057	0.281	0	0.053	0.238	0.35	0.034	0.709	0.648	-0.05	-0.18	-0.11	-0.09	-0.08	-0.13
-0.58	-0.54	-0.36	-0.37	-0.45	0.105	-0.28	-0.27	-0.31	-0.41	-0.12	-0.38	-0.2	-0.25	-0.25	-0.2	0.004	-0.26	-0.34
0.113	0.154	0.346	0.208	0.174	0.314	-0.12	-0.12	0.292	0.315	-0.11	0.012	-0.03	-0.16	-0.11	0.467	0.503	0.473	0.188
-0.22	-0.34	0	0.33	0	-0.2	-0.4	-0.32	0.034	-0.22	-0.19	-0.11	-0.01	-0.1	-0.08	-0.31	-0.33	-0.1	-0.1
0.443	0.564	0.864	0.744	0.595	0.214	0.191	0.323	0.591	0.629	0.222	0.467	0.291	0.591	0.435	0.48	0.525	0.771	0.594
0.22	0.239	0.524	0.139	0.007	0.846	-0.19	-0.24	0.022	-0.12	-0.01	-0.14	-0.07	-0.48	-0.24	-0.33	-0.76	-0.11	-0.07
0.06	0.06	0	-0.25	0.01	0.25	-0.46	-0.21	-0.01	0.07	-0.32	0.199	0.071	-0.22	-0.24	-0.7	-0.63	-0.06	-0.11
-0.16	-0.23	-0.22	-0.11	-0.09	-0.11	-0.59	-0.59	0.147	0.052	-0.05	-0.05	0.128	-0.37	-0.17	0.388	0.155	0.197	0.529
0.206	0.256	0.245	0.202	0.279	0.286	-0.07	0.162	0.242	0.254	0.054	0.258	0.164	0.158	0.095	0.217	0.272	0.196	0.12
1.419	-0.68	0	-0.45	-0.54	-0.33	-0.4	-0.52	-0.26	-0.37	-0.4	-0.19	-0.11	-0.53	-0.34	-0.11	0.071	-0.33	-0.31
-0.19	-0.22	0.211	0.556	0.481	0.126	0.249	0.229	-0.46	-0.28	0.305	-0.11	-0.16	0.541	0.62	0.225	0.202	0.23	0.181
-0.04	-0.07	-0.17	-0.12	0.053	-0.01	-0.48	-0.36	0.11	-0.42	-0.44	-0.34	-0.31	-0.48	-0.75	-0.08	-0.07	-0.74	-0.79
0.632	0.574	0.352	0.361	0.369	0.409	0.786	0.908	0.828	0.922	0.993	1.271	1.395	1.008	0.724	1.088	1.228	1.289	1.467
0.757	0.712	0	0.953	0.847	0.754	1.091	1.179	0.633	0.671	0.707	1.064	1.062	1.506	0.497	1.77	1.887	0.397	1.172
-0.23	-0.25	-0.42	-0.26	-0.32	-0.51	0.087	0.102	0.399	0.387	0.067	0.51	0.424	0.217	0.165	0.804	0.86	0.025	0.129
0	0	0.009	-0.3	-0.52	-0.32	0.05	0.045	-0.04	-0.07	0.002	0.26	0.247	-0.26	-0.29	0.496	0.409	0.245	0.079
-0.4	-0.34	-0.25	-0.24	-0.27	-0.6	-0.15	-0.15	-0.17	-0.17	-0.1	-0.04	-0.13	-0.18	-0.19	0.319	0.42	-0.08	0
-0.02	-0.01	0	-0.05	-0.17	-0.06	0.185	0.156	-0.15	-0.03	0.161	-0.11	-0.02	0.053	0.036	0.026	-0.05	0.168	0.104
0.239	0.29	0.064	0	-0.35	0.011	-0.04	1.255	0.116	0.081	0.074	0.113	0.055	-0.23	0.104	0.049	-0.23	0.045	0.013
0	1.93	0	0.12	-0.36	-0.04	-0.41	-0.39	-0.36	-0.15	-0.24	-0.42	-0.26	-0.31	-0.19	-0.22	-0.63	-0.07	-0.04
0.062	0.002	0.173	0.328	0.309	0.219	0.183	0.035	0.145	0.091	0.079	0.079	0.062	0.198	0.231	0.187	0.117	0.008	-0.1
0.316	0.244	0	-0.07	0.034	0.033	-0.23	-0.17	0.246	-0.04	-0.42	-0.33	-0.12	-0.04	-0.25	0.117	0.064	-0.16	-0.13
0.234	0.225	0.172	0.247	0.18	0.232	0.232	0.183	0.386	0.419	0.325	0.643	0.561	0.19	0.321	-0.17	-0.14	0.047	-0.01
0.536	0.4	0.68	0.809	0.598	0.385	0.43	0.364	0.369	0.364	0.708	0.651	0.738	0.537	0.424	0.108	0.068	0.095	0.063
-0.08	-0.09	-0.08	-0.18	-0.31	0.036	0.057	0.008	0.289	0.362	0.271	0.883	0.863	0.021	-0.11	0.083	0.167	-0.52	-0.34
0.313	0.136	0	-0.46	-0.1	0.122	0.136	-0.03	-0.72	-0.57	-0.07	-0.56	-0.52	0	0.042	-0.1	-0.1	-0.15	-0.3
-0.2	0.177	0	0.048	0.032	0.353	-0.11	-0.16	0.068	0.106	-0.15	0.083	0.035	-0.14	-0.07	-0.26	-0.09	0.055	0.177
1.848	-0.08	0	-0.24	0	0	-0.21	-0.15	-0.08	0.085	0.086	-0.06	0.047	-0.22	-0.02	-0.35	-0.35	-0.04	-0.05
-0.46	-0.2	0	-0.11	-0.07	-0.01	-0.32	-0.28	-0.27	-0.29	-0.33	-0.14	-0.14	-0.02	0.037	0.091	0.018	-0.18	-0.07
-0.53	-0.35	-1.24	-1.55	-1.57	0.363	-1.16	-1.64	-0.2	-0.09	-0.96	-0.28	-0.17	-1.91	-1.13	-0.23	-0.27	-0.18	-0.45
-0.17	-0.19	0.063	-0.29	-0.1	0.004	0.011	-0.06	0.025	0.05	-0.08	0.097	0.065	-0.24	-0.33	0.065	0.162	0.061	-0.08
0.504	0.472	0.596	0.765	0.698	0.661	0.348	0.451	0.516	0.703	0.71	0.52	0.544	-0.23	-0.11	0.122	0.047	0.458	0.266
-0.31	-0.23	-0.19	-0.27	-0.04	0.032	0.023	-0.02	-0.22	0.121	0.022	0.14	0.09	-0.05	-0.02	-0.87	-0.6	0.409	0.267
-0.72	-0.68	-2.15	-0.82	-1.09	0	-0.41	-0.97	-0.23	-0.35	-0.52	-0.58	-0.37	-0.85	-0.41	-0.89	-0.7	-0.02	-0.18
