-0.09	0.005	-0.31	-0.05	-0.09	0.424	0.448	0.102	0.341	0.165	-0.01	-0.06	-0.09	-0.02	0.128	-0.16	-0.82	0.266
1.833	1.947	1.816	2.462	2.53	4.391	4.532	3.193	3.255	3.291	3.693	0.241	0.367	0.369	0.518	2.805	2.436	2.419
0.976	1.077	1.481	1.788	1.2	2.539	2.488	2.088	2.168	2.634	2.304	0.158	0.423	-0.17	-0.16	1.073	2.474	2.449
2.125	2.248	1.761	1.816	2.176	2.432	2.274	2.289	2.289	2.27	2.42	0.638	0.755	0.543	0.664	2.721	2.061	2.078
0.524	0.675	1.237	0.752	0.401	1.408	1.348	1.204	1.229	1.52	1.47	0.203	0.531	0.059	0.145	0.931	1.4	1.427
0.058	0.174	-0.03	1.042	1.191	0.147	0.081	0.023	-0.04	0.32	0.249	-0.18	-0.1	-0.83	-0.76	-0.22	-0.25	-0.13
-0.93	-0.52	-0.52	-0.87	-0.28	-1.2	-1.18	-1.43	-1.59	-0.56	-0.4	-0.05	-0.08	-0.01	-0.46	0.076	-0.02	-1.24
0.205	0.439	0.017	1.485	1.819	0.166	0.063	0.333	0.132	0.057	0.072	-0.16	-0.14	-0.56	-0.53	0.144	0.01	0.068
-0.26	-0.41	-0.17	0.209	-0.02	-0.21	-0.15	-0.46	-0.37	0.122	0.003	-0.35	-0.17	-0.4	-0.41	0.027	-0.31	-0.48
0.323	0.096	0.129	0.349	1.182	1.901	2.874	0.331	0.527	0.624	0.772	-0.21	-0.06	-0.84	-0.48	-0.03	0.189	0.118
0.213	0.26	0	0.145	0.184	1.519	0	1.279	0.544	-0.05	0.18	1.468	-0.09	0.195	0.331	0.204	1.076	0
-0.12	-0.09	0.241	-0.04	0.09	-0.02	-0.04	0.516	0.262	0.047	0.014	-0.15	-0.14	-0.54	-0.55	0.45	-0.93	-0.83
0.086	-0.21	0.69	0.236	0.051	0.397	0.422	0.946	0.926	-0.04	0.186	-0.23	-0.2	1.444	-0.16	0.268	0.54	0.691
-0.14	-0.03	-0.27	-0.01	-0.07	0.023	-0.44	-0.06	-0.4	-0.14	-0.28	-0.25	-0.04	0.291	0.358	0.436	-0.99	-0.51
-0.25	-0.28	-1.37	-2.24	-1.63	-1.99	-1.51	-1.77	-1.67	-0.86	-1.23	0.796	0.729	0.36	0.407	-0.93	-1.5	-1.76
0.565	0.471	0.651	0.179	0.584	0	0.885	0.288	0.573	0.197	0.201	0.043	-0.09	-0.2	-0.2	0.644	0.6	0.65
0.577	0.752	0.973	0.786	0.621	1.055	1.059	1.015	1.098	0.452	0.434	0.292	0.19	0.361	0.381	0.541	0.491	0.718
-0.36	-0.49	-0.37	-0.26	-0.28	-0.61	-0.91	-0.53	-0.67	-0.2	-0.28	-0.29	-0.2	-0.76	-0.64	0	-0.76	-0.64
-0.1	0.401	0.387	-0.31	-0.17	-0.16	-0.17	0.08	0.298	-0.09	0.013	-0.15	-0.05	-0.17	-0.85	0.113	0.752	-0.69
0.052	-0.03	0.375	0.119	0.348	0.265	0.307	0.561	0.288	0.074	-0.03	-0.01	-0.01	-0.05	-0.07	0.293	0.406	0.921
-0.39	-0.31	0.048	-0.54	-0.13	-0.38	-0.34	-0.86	-0.71	-0.13	-0.27	-0.17	-0.18	-0.1	0	-0.12	0.477	-0.68
-0.92	-0.88	-0.47	-0.74	-0.67	-1.23	-1.34	-1.25	-0.92	-0.34	-0.6	-0.16	-0.08	-0.9	-0.68	-0.3	-1.48	-1.46
-0.2	0.097	-0.42	-0.24	-0.17	-1.06	-0.92	-0.49	-0.48	-0.12	-0.18	-0.19	-0.14	0.079	0.014	-0.24	-0.09	-0.33
0.301	0.286	0.026	0.025	0.24	0.089	0.084	0.124	0.19	-0.08	0.079	-0.09	0.027	0.113	-0.16	0.198	0.024	0.043
-0.3	-0.13	0.396	-0.07	-0.19	1.249	1.037	1.027	1.238	0.688	0	-1.13	0.088	0.813	1.22	0.069	-0.37	-0.14
0.564	0.526	1.685	1.084	0.932	2.333	3.327	3.018	2.504	0.765	1.074	-0.03	0.06	1.774	1.803	0.854	0.943	1.072
-0.11	0.053	-0.61	0.109	0.077	-0.38	-0.31	-0.46	-0.41	-0.06	0	-0.63	-0.38	-0.46	-0.59	-0.28	1.106	-0.8
-0.32	-0.24	-0.46	-0.16	-0.13	-0.55	-0.49	-0.3	-0.36	-0.17	-0.07	-0.38	-0.18	-0.41	-0.26	-0.6	-0.58	-0.62
0.062	0.212	-0.6	-0.59	-0.3	-0.22	-0.07	-0.06	-0.02	0.095	0.05	0.053	0.087	0.147	0.176	0.119	-0.21	0
0.322	0.173	-0.12	0.261	0.137	-0.04	0.088	-0.47	0.229	-0.14	-0.06	-0.16	0.007	-0.38	-0.18	-0.27	0	-0.02
-0.32	-0.06	-0.7	0.2	0.05	-0.92	-0.42	-0.02	-0.03	-0.07	-0.17	-0.77	-0.52	0.028	0.071	-0.03	0.088	0
-0.51	-0.52	-0.79	-0.81	-0.62	-0.67	-0.75	-0.68	-0.74	-0.32	-0.35	-0.55	-0.51	-0.91	-0.73	-0.45	-0.73	-0.82
0	0.283	0.443	-0.41	-0.1	0.549	0.399	0.024	0.488	0.042	-0.04	-0.59	-0.27	-0.36	-0.33	-0.33	0	0
-0.8	-0.88	-0.83	-1.33	-1.41	-0.62	-0.41	-1.07	-1.39	-1.29	-1.23	-0.23	-0.14	-1.24	-1.21	-0.29	-1.36	-1.29
-0.04	0.097	-0.21	-0.25	-0.14	0.056	0.046	0.00021	0.201	-0.04	-0.1	-0.05	0.085	0	-0.05	-0.1	0.039	0.068
-0.18	-0.22	-0.99	0.081	0.494	0.308	-0.64	-0.64	-0.59	0.071	0.025	-0.52	-0.5	-0.27	-0.39	-0.6	-0.68	-0.44
0.896	0.97	1.191	0.824	0.478	1.462	1.321	1.17	1.215	0.986	1.185	-0.94	-0.1	0.604	0.633	1.169	1.083	1.102
0.85	0.977	1.692	0.186	0.292	2.367	2.19	1.382	1.838	0.658	0.499	0.497	-0.28	1.079	1.304	1.121	1.681	1.572
0.403	0.372	0.658	0.069	0.206	0.742	0.656	0.027	0.803	0.923	0	0	0.21	0.33	0.318	0.181	0.144	0
0.143	-0.26	-0.07	-0.12	0.019	0.953	0.792	0.48	0.449	0.1	-0.05	-0.1	0.042	-0.25	-0.3	0.6	0.26	0.304
0	0.059	0.215	-0.25	-0.06	0.135	0.093	0.062	0.176	-0.05	-0.03	0.005	0.03	-0.47	-0.39	-0.26	-0.04	0.098
-0.09	0	0.037	0.054	0.211	-0.69	-0.36	0.492	0.568	0.205	0.096	-0.13	-0.06	0.463	0.466	-0.27	0.098	0.129
-0.26	-0.26	-0.56	-0.36	-0.27	-0.55	-0.37	-0.44	-0.36	-0.34	-0.35	0.068	-0.03	0.318	0.354	-0.12	-0.43	-0.59
0.413	-0.13	1.769	0.125	0.192	0	0.156	0.101	0.072	-0.11	-0.11	-0.31	-0.11	-0.59	-0.57	-0.51	-0.22	0
0.043	0.228	-0.41	-0.03	-0.03	-0.75	-0.78	-0.29	0.119	0.064	0.003	-0.36	-0.13	-0.07	-0.04	-0.27	0	0
0.244	0.013	0.099	0.24	0.124	0.377	0.371	0.481	0.424	0.079	0.169	-0.33	-0.21	0.286	0.294	-0.04	0.343	0.163
-1.29	0.13	-0.44	0.535	-0.14	-0.67	0	-0.27	-0.2	-0.46	-0.35	-0.28	-0.15	0.171	0.01	0.026	-0.55	-0.63
0	-0.13	-0.84	-0.11	0.031	0.115	-1.23	-0.37	-0.41	-0.06	-0.11	-0.19	-0.75	-0.1	-0.02	-0.2	-0.69	0.691
-0.09	0.146	0.085	-0.01	-0.01	0.439	-0.32	0.347	0.378	0.192	-0.03	-0.32	-0.25	0.336	0.077	0.452	0.205	0.082
0.006	-0.32	-0.43	0	0	-1.26	-1.08	-0.28	-0.5	0.034	-0.02	-0.38	-0.88	1.28	0.073	-0.29	0.183	0.56
-0.89	-0.54	-0.15	0.063	-0.78	-1.17	0	-0.81	-0.78	-0.7	-0.79	-0.15	-1.04	0	0.043	0.002	-1.15	-1.39
-0.14	-0.23	-1.28	-0.63	-0.23	-2.32	-1.67	-0.88	-1.11	-0.02	-0.21	-0.12	-0.22	0.404	0.196	-0.49	0.255	0.108
-0.17	-0.06	-0.68	-0.01	0.31	0.077	-0.91	-0.65	-0.59	0.396	0.087	-0.41	-0.53	-0.13	-0.36	0.198	-0.34	-0.83
0.218	0.331	0.286	0.081	-0.12	-0.19	-0.12	0.144	0.228	0.066	0.00055	-0.3	-0.13	-0.68	-0.45	-0.36	0	0.915
-0.24	0.032	-0.42	-0.06	0.086	0.23	0	-0.1	-0.57	0.209	0.078	-0.56	0	0.661	0.97	0.018	0.633	0.332
-0.23	-0.41	-0.99	-0.44	-0.14	-1.59	-1.21	-1.35	-0.81	-0.04	-0.12	-0.21	-0.26	-0.04	-0.05	-0.13	0	0.525
-0.62	-0.35	-0.51	0.056	0.261	-0.39	-0.59	-0.73	-0.62	1.163	1.002	-0.29	-0.34	-0.45	-0.56	0.223	-1.21	-1.42
0.098	0.017	-0.44	-0.23	-0.12	0	0	-0.27	0.09	-0.06	-0.07	1.747	-0.03	-1.24	-1.53	-0.4	0.933	0.87
-0.01	-0.23	-0.28	0.026	0.058	-0.15	-0.32	-0.47	0	-0.02	-0.09	-0.13	-0.15	-0.02	-0.03	-0.14	0.038	-0.18
-0.36	-0.85	-0.91	-0.18	-0.27	-0.23	-1.34	-0.87	-0.65	-0.1	-0.24	1.236	-0.2	0.098	-0.8	-0.12	0.195	0.142
0.417	0.336	1.652	0.974	0.384	1.854	1.78	1.518	1.737	1.064	1.046	0.007	-0.07	0.027	0.039	0.847	0.541	0.831
0.072	-0.11	0.313	-0.14	-0.12	-0.23	-0.06	-0.16	-0.17	-0.3	-0.32	0.006	-0.02	-1.31	-1.42	0	-0.12	-0.31
-0.4	-0.37	-0.13	-0.82	-0.21	-0.17	-0.14	-0.53	-0.36	-0.39	-0.29	-0.27	-0.29	-0.94	-0.97	-0.33	-0.42	-0.53
0.064	-0.19	-0.88	-0.22	-0.12	0.334	0	-0.94	-0.7	-0.13	-0.12	0.143	-0.01	-0.37	-0.38	-0.11	-0.25	-0.75
0.242	0.208	0.682	1.088	0.347	1.531	1.306	1.165	1.447	0.587	0.586	-0.24	-0.21	0.048	0.091	0.35	0.148	0.736
0.436	0.108	0.095	0.525	0.263	2.718	2.498	2.076	2.15	0.519	0.388	1.607	-0.15	0	-0.34	-0.02	0.537	0.158
-0.01	-0.21	-0.15	0.643	-0.11	0.514	0.51	0.068	0.203	-0.17	-0.06	0.013	0.11	-0.64	-0.71	-0.54	-1.34	-0.96
0.538	0.503	0.12	-0.05	0	0.623	0.576	0.047	0.278	-0.06	0	0.091	-0.02	0	0.132	0.084	0.026	-0.12
-0.2	-0.2	-0.31	-0.37	-0.18	-0.55	-0.64	-0.15	0.024	-0.1	-0.08	-0.27	-0.34	-0.31	-0.41	-0.17	-0.44	-0.42
0.31	0.403	-0.78	0.034	-0.14	0	0	0.038	0.055	-0.06	0.003	-0.29	-0.09	0.775	-0.4	-0.33	0	0
-0.12	0.285	0.152	0.558	0.235	0.07	0	0.007	0.16	0.504	0.227	-0.17	-0.2	0.48	0.467	0.452	0.547	0.006
0.149	0.227	0.137	0.037	-0.1	-0.36	-0.52	-0.08	-0.02	-0.13	-0.1	-0.1	-0.05	0.16	0.116	-0.27	0	-0.49
-0.31	0.1	0.289	0.44	0.295	0.52	0.484	0.237	0.428	0.514	0.119	-0.47	-0.59	-0.28	-0.42	0.415	0.009	-0.09
0.402	0.512	0.495	0.261	0.109	0.632	0.549	0.109	0.071	0.105	0.127	0.025	0.05	0.185	0.176	0.116	1.084	1.205
-0.93	-0.69	-0.78	-2.37	-0.68	-1.41	-0.55	-1.92	-1.89	-1.09	-1.1	0.162	0.188	0.224	-0.06	-0.22	-2.05	-2.18
-0.25	-0.1	-0.66	-0.13	-0.11	-0.25	-0.36	-0.42	-0.45	-0.12	-0.14	-0.39	-0.49	-0.62	-0.66	-0.19	0.282	0.263
-0.09	0.214	0.331	-0.15	0.103	0.445	0.317	0.237	0.325	0.118	0.131	-0.08	0	0.945	0.632	0.251	-0.14	-0.17
-0.07	0.011	0.504	-0.67	-0.47	-1.33	-1.39	-1.28	-1.19	0.185	0.184	0.869	0.82	-2.03	-1.92	0.279	-1.64	-1.78
-0.2	0.097	0.274	0.635	0.333	1.219	1.21	1.14	1.159	0.739	0.583	-0.38	0	-0.4	-0.66	0.285	0.457	0.577
-0.1	0.208	0.47	0.71	0.197	0.957	0.752	0.706	0.85	0.192	0.24	0.271	0	0.107	0.069	0.399	-0.41	0
-0.35	0.073	-0.2	0.024	0.183	0.428	0.304	0.257	0.475	0.239	0.259	-0.26	-0.18	-0.28	-0.64	0.195	-0.08	-0.19
0.217	0.284	0.18	0.272	0.253	0.367	0.419	-0.05	-0.06	0.043	0.006	-0.11	-0.05	0	-0.29	0.217	0.68	0.799
-0.54	-0.61	-0.68	-0.27	-0.23	-0.07	-0.29	-0.53	-0.37	-0.13	-0.12	-0.27	-0.27	-0.33	-0.33	-0.11	-0.34	-0.37
0.301	0.432	0.041	0.332	0.226	0.925	0.945	0.522	0.502	0.494	0.457	0.021	-0.1	0	0.335	0.685	1.081	1.28
0.034	0.134	0.22	-0.64	-0.07	0.398	0.089	-0.17	0.181	0.256	0.324	-0.13	-0.26	1.422	1.435	-0.22	0.189	0.375
0.96	1.217	1.166	2.225	1.69	1.291	1.429	1.326	1.284	0.561	0.748	0.267	0.087	0.044	0.155	1.297	1.319	1.539
-0.45	-0.46	-0.43	-0.05	-0.13	-0.21	-0.63	-0.52	-0.26	-0.07	-0.04	-0.19	-0.2	-0.24	-0.15	0.227	0.027	-0.03
0.133	-0.02	-0.41	-0.24	-0.15	-0.37	-0.19	-0.28	-0.35	-0.05	-0.1	-0.01	0.013	0	-0.7	-0.17	-0.37	0.993
1.169	1.006	1.487	2.316	2.741	2.146	2.065	0	0	1.863	1.786	0.349	0.371	2.064	1.942	0.721	1.973	1.798
0.105	0.166	0.363	0.208	0.024	-0.15	-0.13	-0.21	-0.13	0.052	-0.06	0.395	0.224	0.221	0.307	0.047	0.21	0.135
0.05	0.21	-0.53	1.409	0.678	0.451	0.44	0.173	0.432	0.512	0.384	-0.23	-0.13	-0.43	-0.57	-0.31	0.331	0.399
-0.25	-0.11	-0.9	-0.67	-0.19	-0.98	-0.67	-0.68	-0.54	-0.11	-0.16	-0.17	-0.19	0.211	0.306	-0.53	-0.12	-0.1
-0.37	-0.54	0.049	-0.07	0.096	-0.29	-0.47	-0.65	-0.62	-0.24	-0.28	0	-0.1	-0.95	-1.08	-0.55	-0.49	-0.64
0.292	0.28	0.599	-0.17	-0.21	0.876	0.706	0.701	0.649	0.225	0.414	0.455	0.543	1.815	2.108	0.266	0.284	0.31
-0.9	-0.23	-0.03	-1.25	-0.71	-0.27	-0.34	-0.85	-0.93	-0.13	-0.4	0.193	-0.24	1.417	1.399	0.02	-1.46	-1.6
0.229	0.036	0.14	-0.69	-0.31	-1.02	-0.92	-0.53	-0.36	-0.26	-0.27	0.165	0.105	0.028	0.104	-0.36	-0.48	-0.51
-0.59	-0.17	0	-1.49	-0.55	-0.6	-0.7	0	0	-0.92	-1.17	-0.45	-0.92	0.222	0.124	-0.15	-0.88	-1.26
-0.05	-0.25	-0.62	-0.35	-0.24	-0.48	-0.55	-0.28	-0.24	-0.15	-0.21	-0.26	-0.22	-0.3	-0.27	-0.21	-0.22	-0.28
0.171	0.256	0.019	0.578	0.366	0.678	0.384	0.641	0.464	0.371	0.205	-0.01	-0.09	0.442	0.261	0.384	0.534	0.565
0.496	0.388	0.443	0.328	0.058	1.031	0.84	0.53	0.63	-0.05	-0.03	0.019	0.197	0.033	0.277	0.206	0.61	0.438
-0.35	0.216	-0.77	0.31	0.263	0.165	-0.09	-0.55	0.233	0.083	0.064	-0.25	0	0.218	0.032	-0.11	-0.37	-0.7
0.049	-0.15	-0.64	-0.43	-0.28	-1.25	-1.13	-0.36	-0.31	-0.21	-0.15	-0.01	-0.04	-0.09	-0.02	-0.38	-0.84	-0.75
-0.22	-0.05	0.233	0.22	0.122	0.32	0.016	-0.1	-0.14	0.137	0.105	0.017	-0.01	-0.25	-0.41	-0.36	-0.22	-0.38
-0.1	-0.01	0.357	-0.26	-0.17	0.028	-0.14	-0.33	-0.32	-0.07	-0.06	0.139	0.207	0.105	0.049	0.083	-0.08	-0.04
-0.44	-0.2	0.55	0.108	0.086	0.285	0.087	-0.34	-0.29	0.264	0.207	0.25	0.205	0.524	0.468	0.239	-0.27	-0.47
-0.84	-0.78	-0.35	-0.83	-1.4	-0.9	-0.94	-1.03	-1.04	-0.22	-0.7	0.03	0.043	-0.28	-0.29	-0.52	-0.88	-0.9
-0.16	-0.05	1.212	2.713	1.336	-0.03	0.897	1.447	1.072	0.314	0.435	-0.23	-0.38	-0.07	-0.02	-0.19	0.486	1.438
0.091	0.013	0	0.785	0.164	0.334	0.199	0.256	0.203	0.327	0.022	0.089	0.079	-0.14	-0.14	0.277	0.251	-0.04
0.332	0.107	0	0.841	0.275	0	0.348	0	0	0.28	0.327	-0.29	-0.26	0.549	-0.53	0	0.042	-0.06
0.06	0.007	-0.41	-0.15	0.101	-0.63	-0.64	-0.78	-0.25	-0.06	-0.11	0	-0.05	-0.16	-0.16	-0.07	-0.19	-0.33
0.139	0.117	-1.6	-0.63	-0.47	-0.06	-0.27	-0.8	-0.08	-0.64	-0.47	0.076	0.185	-0.69	-0.64	-0.57	-0.76	-0.66
-0.22	-0.09	0.026	0.249	0.31	0.024	0.175	0.137	-0.01	0.329	0.323	-0.09	-0.11	-0.38	-0.2	0.206	0.369	0.434
0.233	0.136	0.593	0.686	0.896	0.66	0.479	0.019	0.1	0.668	0.613	0.234	0.173	0.436	0.405	0.921	0.337	0.022
0	0.075	-0.18	0.266	0.334	-0.5	-0.37	-0.46	-0.66	0.122	0.187	0.218	0.098	0.455	0.583	0.43	0.072	-0.07
-0.36	-0.65	-0.55	-0.13	-0.1	-1.07	-1.32	-1.24	-0.87	0.073	0.008	-0.07	0.073	-0.45	-0.5	-0.04	-0.14	-0.48
-0.79	-0.79	-1.27	-1.23	-0.49	-2.46	-2.48	-2.35	-2.45	-0.5	-0.52	-0.14	-0.15	-0.61	-0.58	-0.19	-0.57	-0.54
0	0.608	0	0	0	0	0	0	0	0	0	0.883	0	-0.33	-0.44	0.366	0	-0.93
-1.36	-1.28	-2.41	-1.27	-0.74	-3.88	-4.03	-3.42	-3.72	-0.53	-0.59	-0.63	-0.7	-1.64	-1.1	-0.87	-2.19	-2.06
-0.89	-1.14	-2.45	-1.38	-0.58	-1.96	-2.05	-3.4	-3.64	-0.85	-1.03	-1.44	-1.23	-1.04	-1.7	-0.41	-2.46	-2.71
-1.62	-1.26	-3.09	-1.05	-0.67	-4.16	-3.81	-3.5	-3.64	-0.53	-0.61	-0.6	-0.87	-0.95	-0.74	-0.85	-2.33	-2.6
-0.99	-1.46	-3.06	-1.92	-0.91	-3.2	-2.1	-2.27	-2.93	-1.2	-1.2	-1.37	-1.32	-2.03	-2.49	-0.84	-2.53	-2.83
-1.45	-1.64	-3.72	-1.01	-0.36	-3.06	-3.01	-2.92	-2.85	-0.35	-0.44	-0.99	-1.2	-1.1	-1.07	-1.05	-0.99	-1.03
